# basename,datetime,site,mode,raw_size,gz_size,7z_size
COVIS-20180730T010856-diffuse1,2018-07-30 01:08:56,Ashes,diffuse1,8440239,4220477,3183298
COVIS-20180730T010949-diffuse1,2018-07-30 01:09:49,Ashes,diffuse1,8440255,4237366,3201764
COVIS-20180730T011042-diffuse1,2018-07-30 01:10:42,Ashes,diffuse1,8440248,4195163,3182471
COVIS-20180730T011135-diffuse1,2018-07-30 01:11:35,Ashes,diffuse1,8440426,4214095,3210866
COVIS-20180730T013628-diffuse2,2018-07-30 01:36:28,Ashes,diffuse2,8440243,4255164,3239525
COVIS-20180730T013807-diffuse2,2018-07-30 01:38:07,Ashes,diffuse2,8440247,4258745,3270127
COVIS-20180730T013903-diffuse2,2018-07-30 01:39:03,Ashes,diffuse2,8440249,4273924,3300791
COVIS-20180730T013954-diffuse2,2018-07-30 01:39:54,Ashes,diffuse2,8440248,4298183,3318448
COVIS-20180730T015912-diffuse2,2018-07-30 01:59:12,Ashes,diffuse2,8440244,4268738,3288019
COVIS-20180730T020006-diffuse2,2018-07-30 02:00:06,Ashes,diffuse2,8440240,4278353,3305641
COVIS-20180730T020059-diffuse2,2018-07-30 02:00:59,Ashes,diffuse2,8440248,4301148,3329725
COVIS-20180730T020152-diffuse2,2018-07-30 02:01:52,Ashes,diffuse2,8440249,4290042,3319630
COVIS-20180730T021458-diffuse2,2018-07-30 02:14:58,Ashes,diffuse2,8440248,4316103,3334116
COVIS-20180730T021551-diffuse2,2018-07-30 02:15:51,Ashes,diffuse2,8440249,4341961,3363573
COVIS-20180730T021643-diffuse2,2018-07-30 02:16:43,Ashes,diffuse2,8440415,4337353,3348918
COVIS-20180730T021735-diffuse2,2018-07-30 02:17:35,Ashes,diffuse2,8440247,4314634,3338310
COVIS-20180730T022720-diffuse2,2018-07-30 02:27:20,Ashes,diffuse2,8440247,4373657,3305067
COVIS-20180730T022813-diffuse2,2018-07-30 02:28:13,Ashes,diffuse2,8440239,4342673,3313092
COVIS-20180730T022905-diffuse2,2018-07-30 02:29:05,Ashes,diffuse2,8440238,4339403,3282792
COVIS-20180730T022957-diffuse2,2018-07-30 02:29:57,Ashes,diffuse2,8440399,4348308,3321597
COVIS-20180730T024405-diffuse2,2018-07-30 02:44:05,Ashes,diffuse2,8440240,4392125,3360092
COVIS-20180730T024458-diffuse2,2018-07-30 02:44:58,Ashes,diffuse2,8440251,4387110,3340156
COVIS-20180730T024551-diffuse2,2018-07-30 02:45:51,Ashes,diffuse2,8440248,4418315,3371049
COVIS-20180730T024645-diffuse2,2018-07-30 02:46:45,Ashes,diffuse2,8440248,4396291,3350736
COVIS-20180730T025413-diffuse2,2018-07-30 02:54:13,Ashes,diffuse2,8440250,4371541,3347900
COVIS-20180730T025507-diffuse2,2018-07-30 02:55:07,Ashes,diffuse2,8440250,4388198,3346653
COVIS-20180730T025600-diffuse2,2018-07-30 02:56:00,Ashes,diffuse2,8440243,4373916,3337158
COVIS-20180730T025654-diffuse2,2018-07-30 02:56:54,Ashes,diffuse2,8440249,4397124,3354256
COVIS-20180730T031708-diffuse2,2018-07-30 03:17:08,Ashes,diffuse2,8440248,4383293,3352204
COVIS-20180730T031801-diffuse2,2018-07-30 03:18:01,Ashes,diffuse2,8440247,4399668,3350063
COVIS-20180730T031853-diffuse2,2018-07-30 03:18:53,Ashes,diffuse2,8440246,4381186,3354194
COVIS-20180730T031946-diffuse2,2018-07-30 03:19:46,Ashes,diffuse2,8440248,4405364,3363861
COVIS-20180730T034742-diffuse2,2018-07-30 03:47:42,Ashes,diffuse2,8440250,4607146,3568168
COVIS-20180730T034835-diffuse2,2018-07-30 03:48:35,Ashes,diffuse2,8440247,4588864,3550656
COVIS-20180730T034928-diffuse2,2018-07-30 03:49:28,Ashes,diffuse2,8440245,4587430,3571912
COVIS-20180730T035021-diffuse2,2018-07-30 03:50:21,Ashes,diffuse2,8440260,4573988,3548765
COVIS-20180730T035648-diffuse2,2018-07-30 03:56:48,Ashes,diffuse2,8440243,4638859,3557719
COVIS-20180730T035741-diffuse2,2018-07-30 03:57:41,Ashes,diffuse2,8440250,4601666,3538939
COVIS-20180730T035834-diffuse2,2018-07-30 03:58:34,Ashes,diffuse2,8440254,4603229,3549726
COVIS-20180730T035927-diffuse2,2018-07-30 03:59:27,Ashes,diffuse2,8440259,4599899,3543433
COVIS-20180730T040732-diffuse2,2018-07-30 04:07:32,Ashes,diffuse2,8440247,4406847,3363266
COVIS-20180730T040825-diffuse2,2018-07-30 04:08:25,Ashes,diffuse2,8440248,4371124,3327500
COVIS-20180730T040919-diffuse2,2018-07-30 04:09:19,Ashes,diffuse2,8440246,4392311,3344136
COVIS-20180730T041012-diffuse2,2018-07-30 04:10:12,Ashes,diffuse2,8440249,4389035,3354457
COVIS-20180730T042148-diffuse2,2018-07-30 04:21:48,Ashes,diffuse2,8440246,4465524,3418816
COVIS-20180730T042240-diffuse2,2018-07-30 04:22:40,Ashes,diffuse2,8440255,4466771,3431464
COVIS-20180730T042334-diffuse2,2018-07-30 04:23:34,Ashes,diffuse2,8440248,4463795,3409888
COVIS-20180730T042427-diffuse2,2018-07-30 04:24:27,Ashes,diffuse2,8440247,4383253,3345338
COVIS-20180730T044249-diffuse2,2018-07-30 04:42:49,Ashes,diffuse2,8440248,4520893,3506493
COVIS-20180730T044341-diffuse2,2018-07-30 04:43:41,Ashes,diffuse2,8440249,4514710,3475638
COVIS-20180730T044434-diffuse2,2018-07-30 04:44:34,Ashes,diffuse2,8440246,4525699,3501418
COVIS-20180730T044527-diffuse2,2018-07-30 04:45:27,Ashes,diffuse2,8440248,4641439,3534596
COVIS-20180730T052041-diffuse2,2018-07-30 05:20:41,Ashes,diffuse2,8440259,4255889,3282735
COVIS-20180730T130048-target,2018-07-30 13:00:48,Ashes,target,118070088,1099851,416918
COVIS-20180730T134022-target,2018-07-30 13:40:22,Ashes,target,118070385,1098509,408452
COVIS-20180730T152738-target,2018-07-30 15:27:38,Ashes,target,118069552,1095639,410930
COVIS-20180730T214822-diffuse2,2018-07-30 21:48:22,Ashes,diffuse2,8440231,4304671,3291054
COVIS-20180730T215024-diffuse2,2018-07-30 21:50:24,Ashes,diffuse2,8440237,4334750,3318971
COVIS-20180730T215127-diffuse2,2018-07-30 21:51:27,Ashes,diffuse2,8440234,4347552,3337566
COVIS-20180730T215228-diffuse2,2018-07-30 21:52:28,Ashes,diffuse2,8440238,4318491,3342315
COVIS-20180730T215329-diffuse2,2018-07-30 21:53:29,Ashes,diffuse2,8440236,4316845,3310905
COVIS-20180730T215431-target,2018-07-30 21:54:31,Ashes,target,118069824,1207998,474398
COVIS-20180730T220707-target,2018-07-30 22:07:07,Ashes,target,118070042,1421100,604191
COVIS-20180730T221920-target,2018-07-30 22:19:20,Ashes,target,118070930,1418075,601608
COVIS-20180730T224023-imaging1,2018-07-30 22:40:23,Ashes,imaging1,1559363377,380040725,245243862
COVIS-20180730T225600-imaging2,2018-07-30 22:56:00,Ashes,imaging2,1559363471,408097550,267732383
COVIS-20180730T231228-imaging3,2018-07-30 23:12:28,Ashes,imaging3,1559363324,359998493,228832051
COVIS-20180731T010141-doppler1,2018-07-31 01:01:41,Ashes,doppler1,4294663013,110459696,35931035
COVIS-20180731T041200-doppler2,2018-07-31 04:12:00,Ashes,doppler2,4294659984,135770308,43100621
COVIS-20180731T044640-doppler3,2018-07-31 04:46:40,Ashes,doppler3,4294675884,127025806,40127241
COVIS-20180731T201042-diffuse1,2018-07-31 20:10:42,Ashes,diffuse1,8440232,4198637,3180275
COVIS-20180731T201311-diffuse2,2018-07-31 20:13:11,Ashes,diffuse2,8440235,4279425,3288512
COVIS-20180731T201527-diffuse3,2018-07-31 20:15:27,Ashes,diffuse3,8440234,4146909,3127144
COVIS-20180801T011134-target,2018-08-01 01:11:34,Ashes,target,220823011,3005481,1597736
COVIS-20180801T012358-target,2018-08-01 01:23:58,Ashes,target,220823424,2935215,1567262
COVIS-20180801T013639-target,2018-08-01 01:36:39,Ashes,target,220823517,3001540,1601736
COVIS-20180801T213138-target,2018-08-01 21:31:38,Ashes,target,220824272,142498740,124549113
COVIS-20180801T214346-target,2018-08-01 21:43:46,Ashes,target,220824045,142627779,124711168
COVIS-20180801T215555-target,2018-08-01 21:55:55,Ashes,target,220824196,142457917,124439006
COVIS-20180801T230241-target,2018-08-01 23:02:41,Ashes,target,220823846,135744547,119396335
COVIS-20180801T231449-target,2018-08-01 23:14:49,Ashes,target,220823881,134370052,117878832
COVIS-20180801T232656-target,2018-08-01 23:26:56,Ashes,target,220823692,134439038,118018920
COVIS-20180802T023002-diffuse1,2018-08-02 02:30:02,Ashes,diffuse1,8440227,4240534,3168632
COVIS-20180802T023205-diffuse2,2018-08-02 02:32:05,Ashes,diffuse2,8440235,4363586,3296507
COVIS-20180802T023359-diffuse3,2018-08-02 02:33:59,Ashes,diffuse3,8440239,4166751,3132694
COVIS-20180802T030002-diffuse1,2018-08-02 03:00:02,Ashes,diffuse1,8440240,4325059,3236947
COVIS-20180802T030158-diffuse2,2018-08-02 03:01:58,Ashes,diffuse2,8440234,4400620,3318787
COVIS-20180802T030348-diffuse3,2018-08-02 03:03:48,Ashes,diffuse3,8440235,4230388,3170817
COVIS-20180802T033002-diffuse1,2018-08-02 03:30:02,Ashes,diffuse1,8440249,4230931,3201805
COVIS-20180802T033156-diffuse2,2018-08-02 03:31:56,Ashes,diffuse2,8440239,4398120,3315022
COVIS-20180802T033347-diffuse3,2018-08-02 03:33:47,Ashes,diffuse3,8440238,4180644,3157743
COVIS-20180802T040002-diffuse1,2018-08-02 04:00:02,Ashes,diffuse1,8440261,4372835,3276318
COVIS-20180802T040155-diffuse2,2018-08-02 04:01:55,Ashes,diffuse2,8440259,4406059,3331714
COVIS-20180802T040347-diffuse3,2018-08-02 04:03:47,Ashes,diffuse3,8440235,4272456,3188569
COVIS-20180802T043001-diffuse1,2018-08-02 04:30:01,Ashes,diffuse1,8440262,4216917,3199582
COVIS-20180802T043155-diffuse2,2018-08-02 04:31:55,Ashes,diffuse2,8440243,4259124,3252716
COVIS-20180802T043347-diffuse3,2018-08-02 04:33:47,Ashes,diffuse3,8440246,4202778,3158435
COVIS-20180802T050001-diffuse1,2018-08-02 05:00:01,Ashes,diffuse1,8440594,4216656,3205171
COVIS-20180802T050155-diffuse2,2018-08-02 05:01:55,Ashes,diffuse2,8440247,4297777,3277579
COVIS-20180802T050346-diffuse3,2018-08-02 05:03:46,Ashes,diffuse3,8440247,4191899,3140380
COVIS-20180802T053001-diffuse1,2018-08-02 05:30:01,Ashes,diffuse1,8440260,4193791,3175229
COVIS-20180802T053155-diffuse2,2018-08-02 05:31:55,Ashes,diffuse2,8440245,4286431,3244025
COVIS-20180802T053346-diffuse3,2018-08-02 05:33:46,Ashes,diffuse3,8440249,4204281,3175079
COVIS-20180802T060002-diffuse1,2018-08-02 06:00:02,Ashes,diffuse1,8440258,4234714,3208423
COVIS-20180802T060156-diffuse2,2018-08-02 06:01:56,Ashes,diffuse2,8440246,4262149,3255590
COVIS-20180802T060347-diffuse3,2018-08-02 06:03:47,Ashes,diffuse3,8440249,4229148,3173850
COVIS-20180802T063002-diffuse1,2018-08-02 06:30:02,Ashes,diffuse1,8440258,4195033,3181218
COVIS-20180802T063156-diffuse2,2018-08-02 06:31:56,Ashes,diffuse2,8440246,4243435,3229146
COVIS-20180802T063346-diffuse3,2018-08-02 06:33:46,Ashes,diffuse3,8440250,4127164,3139121
COVIS-20180802T070002-diffuse1,2018-08-02 07:00:02,Ashes,diffuse1,8440261,4176061,3178479
COVIS-20180802T070156-diffuse2,2018-08-02 07:01:56,Ashes,diffuse2,8440243,4268226,3265581
COVIS-20180802T070346-diffuse3,2018-08-02 07:03:46,Ashes,diffuse3,8440245,4159226,3130552
COVIS-20180802T073002-diffuse1,2018-08-02 07:30:02,Ashes,diffuse1,8440425,4238963,3208534
COVIS-20180802T073156-diffuse2,2018-08-02 07:31:56,Ashes,diffuse2,8440245,4262190,3252562
COVIS-20180802T073347-diffuse3,2018-08-02 07:33:47,Ashes,diffuse3,8440241,4186670,3155174
COVIS-20180802T080002-diffuse1,2018-08-02 08:00:02,Ashes,diffuse1,8440259,4220763,3195244
COVIS-20180802T080156-diffuse2,2018-08-02 08:01:56,Ashes,diffuse2,8440249,4303196,3266787
COVIS-20180802T080347-diffuse3,2018-08-02 08:03:47,Ashes,diffuse3,8440248,4143017,3129687
COVIS-20180802T083002-diffuse1,2018-08-02 08:30:02,Ashes,diffuse1,8440260,4157992,3158595
COVIS-20180802T083156-diffuse2,2018-08-02 08:31:56,Ashes,diffuse2,8440248,4229651,3250129
COVIS-20180802T083348-diffuse3,2018-08-02 08:33:48,Ashes,diffuse3,8440245,4131762,3117728
COVIS-20180802T090002-diffuse1,2018-08-02 09:00:02,Ashes,diffuse1,8440260,4181186,3177397
COVIS-20180802T090156-diffuse2,2018-08-02 09:01:56,Ashes,diffuse2,8440249,4236367,3237507
COVIS-20180802T090347-diffuse3,2018-08-02 09:03:47,Ashes,diffuse3,8440248,4131529,3121705
COVIS-20180802T093002-diffuse1,2018-08-02 09:30:02,Ashes,diffuse1,8440259,4170774,3174940
COVIS-20180802T093155-diffuse2,2018-08-02 09:31:55,Ashes,diffuse2,8440416,4241488,3240357
COVIS-20180802T093346-diffuse3,2018-08-02 09:33:46,Ashes,diffuse3,8440251,4192302,3149616
COVIS-20180802T100002-diffuse1,2018-08-02 10:00:02,Ashes,diffuse1,8440253,4191556,3188116
COVIS-20180802T100157-diffuse2,2018-08-02 10:01:57,Ashes,diffuse2,8440246,4253542,3242881
COVIS-20180802T100348-diffuse3,2018-08-02 10:03:48,Ashes,diffuse3,8440248,4163478,3127422
COVIS-20180802T103002-diffuse1,2018-08-02 10:30:02,Ashes,diffuse1,8440258,4183289,3178279
COVIS-20180802T103156-diffuse2,2018-08-02 10:31:56,Ashes,diffuse2,8440244,4239559,3237603
COVIS-20180802T103346-diffuse3,2018-08-02 10:33:46,Ashes,diffuse3,8440242,4179302,3154881
COVIS-20180802T110002-diffuse1,2018-08-02 11:00:02,Ashes,diffuse1,8440250,4199753,3165628
COVIS-20180802T110157-diffuse2,2018-08-02 11:01:57,Ashes,diffuse2,8440247,4230054,3226222
COVIS-20180802T110349-diffuse3,2018-08-02 11:03:49,Ashes,diffuse3,8440244,4151469,3137260
COVIS-20180802T113002-diffuse1,2018-08-02 11:30:02,Ashes,diffuse1,8440258,4181526,3175488
COVIS-20180802T113156-diffuse2,2018-08-02 11:31:56,Ashes,diffuse2,8440249,4242608,3228856
COVIS-20180802T113348-diffuse3,2018-08-02 11:33:48,Ashes,diffuse3,8440585,4178932,3156224
COVIS-20180802T120002-diffuse1,2018-08-02 12:00:02,Ashes,diffuse1,8440259,4156006,3155958
COVIS-20180802T120156-diffuse2,2018-08-02 12:01:56,Ashes,diffuse2,8440417,4209472,3222868
COVIS-20180802T120347-diffuse3,2018-08-02 12:03:47,Ashes,diffuse3,8440249,4120205,3115259
COVIS-20180802T123002-diffuse1,2018-08-02 12:30:02,Ashes,diffuse1,8440250,4163332,3169148
COVIS-20180802T123157-diffuse2,2018-08-02 12:31:57,Ashes,diffuse2,8440248,4211628,3220247
COVIS-20180802T123347-diffuse3,2018-08-02 12:33:47,Ashes,diffuse3,8440250,4143068,3134080
COVIS-20180802T130001-diffuse1,2018-08-02 13:00:01,Ashes,diffuse1,8440256,4158323,3155766
COVIS-20180802T130155-diffuse2,2018-08-02 13:01:55,Ashes,diffuse2,8440250,4282998,3258108
COVIS-20180802T130346-diffuse3,2018-08-02 13:03:46,Ashes,diffuse3,8440242,4127925,3110426
COVIS-20180802T133002-diffuse1,2018-08-02 13:30:02,Ashes,diffuse1,8440257,4156700,3161017
COVIS-20180802T133157-diffuse2,2018-08-02 13:31:57,Ashes,diffuse2,8440249,4274902,3276265
COVIS-20180802T133348-diffuse3,2018-08-02 13:33:48,Ashes,diffuse3,8440254,4140187,3137342
COVIS-20180802T140002-diffuse1,2018-08-02 14:00:02,Ashes,diffuse1,8440259,4203502,3182026
COVIS-20180802T140156-diffuse2,2018-08-02 14:01:56,Ashes,diffuse2,8440243,4245085,3256354
COVIS-20180802T140347-diffuse3,2018-08-02 14:03:47,Ashes,diffuse3,8440244,4179396,3143151
COVIS-20180802T143002-diffuse1,2018-08-02 14:30:02,Ashes,diffuse1,8440258,4232086,3185814
COVIS-20180802T143156-diffuse2,2018-08-02 14:31:56,Ashes,diffuse2,8440243,4289145,3233138
COVIS-20180802T143347-diffuse3,2018-08-02 14:33:47,Ashes,diffuse3,8440248,4180149,3138447
COVIS-20180802T150002-diffuse1,2018-08-02 15:00:02,Ashes,diffuse1,8440261,4177217,3149743
COVIS-20180802T150157-diffuse2,2018-08-02 15:01:57,Ashes,diffuse2,8440247,4231026,3226731
COVIS-20180802T150348-diffuse3,2018-08-02 15:03:48,Ashes,diffuse3,8440249,4133363,3132119
COVIS-20180802T153002-diffuse1,2018-08-02 15:30:02,Ashes,diffuse1,8440259,4180202,3166101
COVIS-20180802T153156-diffuse2,2018-08-02 15:31:56,Ashes,diffuse2,8440239,4261089,3258455
COVIS-20180802T153347-diffuse3,2018-08-02 15:33:47,Ashes,diffuse3,8440242,4185945,3167408
COVIS-20180802T160002-diffuse1,2018-08-02 16:00:02,Ashes,diffuse1,8440255,4214947,3186983
COVIS-20180802T160155-diffuse2,2018-08-02 16:01:55,Ashes,diffuse2,8440246,4263904,3253863
COVIS-20180802T160346-diffuse3,2018-08-02 16:03:46,Ashes,diffuse3,8440241,4138799,3130538
COVIS-20180802T163002-diffuse1,2018-08-02 16:30:02,Ashes,diffuse1,8440260,4153977,3163959
COVIS-20180802T163155-diffuse2,2018-08-02 16:31:55,Ashes,diffuse2,8440243,4259196,3245958
COVIS-20180802T163346-diffuse3,2018-08-02 16:33:46,Ashes,diffuse3,8440245,4130678,3129191
COVIS-20180802T170002-diffuse1,2018-08-02 17:00:02,Ashes,diffuse1,8440253,4153371,3165107
COVIS-20180802T170156-diffuse2,2018-08-02 17:01:56,Ashes,diffuse2,8440243,4258663,3242074
COVIS-20180802T170347-diffuse3,2018-08-02 17:03:47,Ashes,diffuse3,8440249,4153668,3146531
COVIS-20180802T173002-diffuse1,2018-08-02 17:30:02,Ashes,diffuse1,8440258,4171023,3175356
COVIS-20180802T173155-diffuse2,2018-08-02 17:31:55,Ashes,diffuse2,8440245,4219086,3230066
COVIS-20180802T173345-diffuse3,2018-08-02 17:33:45,Ashes,diffuse3,8440243,4187555,3167518
COVIS-20180802T180002-diffuse1,2018-08-02 18:00:02,Ashes,diffuse1,8440258,4209111,3183532
COVIS-20180802T180155-diffuse2,2018-08-02 18:01:55,Ashes,diffuse2,8440242,4262760,3261104
COVIS-20180802T180346-diffuse3,2018-08-02 18:03:46,Ashes,diffuse3,8440248,4189465,3159638
COVIS-20180802T183002-diffuse1,2018-08-02 18:30:02,Ashes,diffuse1,8440255,4238875,3196526
COVIS-20180802T183156-diffuse2,2018-08-02 18:31:56,Ashes,diffuse2,8440248,4250525,3245781
COVIS-20180802T183347-diffuse3,2018-08-02 18:33:47,Ashes,diffuse3,8440250,4181499,3167536
COVIS-20180802T190002-diffuse1,2018-08-02 19:00:02,Ashes,diffuse1,8440255,4234071,3202399
COVIS-20180802T190156-diffuse2,2018-08-02 19:01:56,Ashes,diffuse2,8440259,4283817,3256893
COVIS-20180802T190347-diffuse3,2018-08-02 19:03:47,Ashes,diffuse3,8440250,4182056,3163774
COVIS-20180802T193002-diffuse1,2018-08-02 19:30:02,Ashes,diffuse1,8440267,4208177,3192516
COVIS-20180802T193155-diffuse2,2018-08-02 19:31:55,Ashes,diffuse2,8440254,4290159,3260622
COVIS-20180802T193346-diffuse3,2018-08-02 19:33:46,Ashes,diffuse3,8440258,4189251,3166482
COVIS-20180802T200002-diffuse1,2018-08-02 20:00:02,Ashes,diffuse1,8440268,4291325,3237188
COVIS-20180802T200155-diffuse2,2018-08-02 20:01:55,Ashes,diffuse2,8440255,4370913,3287795
COVIS-20180802T200347-diffuse3,2018-08-02 20:03:47,Ashes,diffuse3,8440260,4177525,3159789
COVIS-20180802T203001-diffuse1,2018-08-02 20:30:01,Ashes,diffuse1,8440267,4180497,3167157
COVIS-20180802T203155-diffuse2,2018-08-02 20:31:55,Ashes,diffuse2,8440258,4233685,3240198
COVIS-20180802T203346-diffuse3,2018-08-02 20:33:46,Ashes,diffuse3,8440253,4193962,3156392
COVIS-20180802T210001-diffuse1,2018-08-02 21:00:01,Ashes,diffuse1,8440262,4213726,3186196
COVIS-20180802T210155-diffuse2,2018-08-02 21:01:55,Ashes,diffuse2,8440259,4271886,3254401
COVIS-20180802T210346-diffuse3,2018-08-02 21:03:46,Ashes,diffuse3,8440268,4171154,3150222
COVIS-20180802T213001-diffuse1,2018-08-02 21:30:01,Ashes,diffuse1,8440270,4210066,3202638
COVIS-20180802T213156-diffuse2,2018-08-02 21:31:56,Ashes,diffuse2,8440255,4277700,3268174
COVIS-20180802T213346-diffuse3,2018-08-02 21:33:46,Ashes,diffuse3,8440259,4170408,3152285
COVIS-20180802T220002-diffuse1,2018-08-02 22:00:02,Ashes,diffuse1,8440268,3921243,3142496
COVIS-20180802T220155-diffuse2,2018-08-02 22:01:55,Ashes,diffuse2,8440256,4022244,3217475
COVIS-20180802T220347-diffuse3,2018-08-02 22:03:47,Ashes,diffuse3,8440259,3965217,3125851
COVIS-20180802T223002-diffuse1,2018-08-02 22:30:02,Ashes,diffuse1,8440263,3929224,3139162
COVIS-20180802T223156-diffuse2,2018-08-02 22:31:56,Ashes,diffuse2,8440260,4003798,3203840
COVIS-20180802T223347-diffuse3,2018-08-02 22:33:47,Ashes,diffuse3,8440258,3922953,3101170
COVIS-20180802T230002-diffuse1,2018-08-02 23:00:02,Ashes,diffuse1,8440262,3919468,3142491
COVIS-20180802T230155-diffuse2,2018-08-02 23:01:55,Ashes,diffuse2,8440256,4004535,3189437
COVIS-20180802T230345-diffuse3,2018-08-02 23:03:45,Ashes,diffuse3,8440258,3928030,3101207
COVIS-20180802T233002-diffuse1,2018-08-02 23:30:02,Ashes,diffuse1,8440430,3973820,3173235
COVIS-20180802T233156-diffuse2,2018-08-02 23:31:56,Ashes,diffuse2,8440257,3987072,3186391
COVIS-20180802T233347-diffuse3,2018-08-02 23:33:47,Ashes,diffuse3,8440260,3964717,3131550
COVIS-20180803T000002-diffuse1,2018-08-03 00:00:02,Ashes,diffuse1,8440266,3970012,3169084
COVIS-20180803T000155-diffuse2,2018-08-03 00:01:55,Ashes,diffuse2,8440258,4043999,3217131
COVIS-20180803T000346-diffuse3,2018-08-03 00:03:46,Ashes,diffuse3,8440270,3925639,3113860
COVIS-20180803T003002-diffuse1,2018-08-03 00:30:02,Ashes,diffuse1,8440270,3942739,3166224
COVIS-20180803T003155-diffuse2,2018-08-03 00:31:55,Ashes,diffuse2,8440251,4021448,3216040
COVIS-20180803T003346-diffuse3,2018-08-03 00:33:46,Ashes,diffuse3,8440258,3948965,3110344
COVIS-20180803T010002-diffuse1,2018-08-03 01:00:02,Ashes,diffuse1,8440269,3980870,3181614
COVIS-20180803T010156-diffuse2,2018-08-03 01:01:56,Ashes,diffuse2,8440258,4045640,3222030
COVIS-20180803T010347-diffuse3,2018-08-03 01:03:47,Ashes,diffuse3,8440259,3938963,3103317
COVIS-20180803T013002-diffuse1,2018-08-03 01:30:02,Ashes,diffuse1,8440271,3942767,3162386
COVIS-20180803T013156-diffuse2,2018-08-03 01:31:56,Ashes,diffuse2,8440258,4059789,3228538
COVIS-20180803T013348-diffuse3,2018-08-03 01:33:48,Ashes,diffuse3,8440259,3937244,3104039
COVIS-20180803T020002-diffuse1,2018-08-03 02:00:02,Ashes,diffuse1,8440264,3959512,3171199
COVIS-20180803T020156-diffuse2,2018-08-03 02:01:56,Ashes,diffuse2,8440258,4023144,3212600
COVIS-20180803T020346-diffuse3,2018-08-03 02:03:46,Ashes,diffuse3,8440258,3916000,3097896
COVIS-20180803T023002-diffuse1,2018-08-03 02:30:02,Ashes,diffuse1,8440269,3906604,3143158
COVIS-20180803T023156-diffuse2,2018-08-03 02:31:56,Ashes,diffuse2,8440256,4004387,3209250
COVIS-20180803T023347-diffuse3,2018-08-03 02:33:47,Ashes,diffuse3,8440260,3912525,3097482
COVIS-20180803T030002-diffuse1,2018-08-03 03:00:02,Ashes,diffuse1,8440271,3936995,3160173
COVIS-20180803T030155-diffuse2,2018-08-03 03:01:55,Ashes,diffuse2,8440253,4010918,3220723
COVIS-20180803T030346-diffuse3,2018-08-03 03:03:46,Ashes,diffuse3,8440257,3935067,3105123
COVIS-20180803T033001-diffuse1,2018-08-03 03:30:01,Ashes,diffuse1,8440263,3944374,3158839
COVIS-20180803T033156-diffuse2,2018-08-03 03:31:56,Ashes,diffuse2,8440256,4031311,3215528
COVIS-20180803T033347-diffuse3,2018-08-03 03:33:47,Ashes,diffuse3,8440258,3976835,3134932
COVIS-20180803T040001-diffuse1,2018-08-03 04:00:01,Ashes,diffuse1,8440271,3936209,3146704
COVIS-20180803T040156-diffuse2,2018-08-03 04:01:56,Ashes,diffuse2,8440254,4038628,3230418
COVIS-20180803T040346-diffuse3,2018-08-03 04:03:46,Ashes,diffuse3,8440259,3986491,3145860
COVIS-20180803T043001-diffuse1,2018-08-03 04:30:01,Ashes,diffuse1,8440269,3906825,3125182
COVIS-20180803T043156-diffuse2,2018-08-03 04:31:56,Ashes,diffuse2,8440260,3995237,3197460
COVIS-20180803T043347-diffuse3,2018-08-03 04:33:47,Ashes,diffuse3,8440258,3920986,3113699
COVIS-20180803T050001-diffuse1,2018-08-03 05:00:01,Ashes,diffuse1,8440267,3913083,3138101
COVIS-20180803T050154-diffuse2,2018-08-03 05:01:54,Ashes,diffuse2,8440258,3994283,3202262
COVIS-20180803T050346-diffuse3,2018-08-03 05:03:46,Ashes,diffuse3,8440254,3928379,3090448
COVIS-20180803T053002-diffuse1,2018-08-03 05:30:02,Ashes,diffuse1,8440270,3915308,3128168
COVIS-20180803T053156-diffuse2,2018-08-03 05:31:56,Ashes,diffuse2,8440258,4002940,3210946
COVIS-20180803T053346-diffuse3,2018-08-03 05:33:46,Ashes,diffuse3,8440253,3909609,3084355
COVIS-20180803T060002-diffuse1,2018-08-03 06:00:02,Ashes,diffuse1,8440267,3918271,3139988
COVIS-20180803T060155-diffuse2,2018-08-03 06:01:55,Ashes,diffuse2,8440258,4002006,3206977
COVIS-20180803T060347-diffuse3,2018-08-03 06:03:47,Ashes,diffuse3,8440254,3909099,3088324
COVIS-20180803T063002-diffuse1,2018-08-03 06:30:02,Ashes,diffuse1,8440270,3901327,3128520
COVIS-20180803T063155-diffuse2,2018-08-03 06:31:55,Ashes,diffuse2,8440268,4004974,3204834
COVIS-20180803T063346-diffuse3,2018-08-03 06:33:46,Ashes,diffuse3,8440259,3923471,3108591
COVIS-20180803T070002-diffuse1,2018-08-03 07:00:02,Ashes,diffuse1,8440270,4002974,3200612
COVIS-20180803T070156-diffuse2,2018-08-03 07:01:56,Ashes,diffuse2,8440259,4073763,3237500
COVIS-20180803T070347-diffuse3,2018-08-03 07:03:47,Ashes,diffuse3,8440255,3981760,3130124
COVIS-20180803T073002-diffuse1,2018-08-03 07:30:02,Ashes,diffuse1,8440270,4049167,3198927
COVIS-20180803T073156-diffuse2,2018-08-03 07:31:56,Ashes,diffuse2,8440257,4041290,3219491
COVIS-20180803T073347-diffuse3,2018-08-03 07:33:47,Ashes,diffuse3,8440256,4040349,3152781
COVIS-20180803T080002-diffuse1,2018-08-03 08:00:02,Ashes,diffuse1,8440271,4032860,3194327
COVIS-20180803T080156-diffuse2,2018-08-03 08:01:56,Ashes,diffuse2,8440259,4053758,3209959
